ID	Path
105	/Enemies/Victims/objVictim45Idle
106	/Misc/LightSmoke/objPiglight2
107	/Furniture/PigButcher/Party/objBedKid
108	/Furniture/objBigBed
109	/Furniture/objBoomboxParty
110	/Furniture/PigButcher/Party/objTVParty2
111	/Furniture/PigButcher/Party/objGuitarRig
112	/Furniture/Floor/objShirts
113	/Furniture/PigButcher/Party/objDeskKidParty
114	/Furniture/objSofaTV
115	/Furniture/PigButcher/Party/objTVParty3
116	/Furniture/PigButcher/Party/objTVParty4
117	/Furniture/objMakeupTable
118	/Furniture/objNightstandParty
119	/Furniture/objDeskPictures
120	/Furniture/Floor/objVaseBroken
121	/Furniture/objVaseStand
122	/Furniture/objCabinBooze
123	/Furniture/objCloset
124	/Interface/objNextroom
125	/Enemies/Victims/objVictim5
126	/Enemies/Victims/objVictim4
127	/Furniture/objClosetHanger1
128	/Furniture/objClosetHanger2
129	/Editor/objDoorWardrobe
130	/Furniture/Floor/objMagazines
131	/Furniture/objPlantBig
132	/Furniture/objPlantSmall
133	/Furniture/objTub
134	/Furniture/objToilet
135	/Furniture/Floor/objNetDoor
136	/Furniture/Floor/objSocks
137	/Furniture/Floor/objDressParty
138	/Furniture/Floor/objPants
139	/Furniture/Floor/objRobeParty
140	/Furniture/objLaundryBasket
141	/Furniture/Floor/objWaterPuddle
142	/Enemies/objVictimCrawl
143	/Player/PigButcher/objPKillRape
144	/Misc/Weapons/objHammer
145	/Misc/Weapons/objWeapon
146	/Player/PigButcher/objPigKillStomp
147	/Player/objBullet
148	/Effects/objSpark
149	/Effects/objSmokeHit
150	/Misc/Weapons/objDoubleBarrel
151	/Misc/objMaskDrop
152	/Furniture/MovieSet/objMovieWallUp
153	/Furniture/MovieSet/objMovieWallRight
154	/Furniture/MovieSet/objMovieWallLeft
155	/Furniture/MovieSet/objMovieWallDown
156	/NPCs/PigButcher/Party/objSoundEngineer
157	/NPCs/PigButcher/Party/objCleaner
158	/NPCs/PigButcher/Party/objCameraman
159	/NPCs/PigButcher/Party/objDirector
160	/NPCs/PigButcher/Party/objVictim5Script
161	/NPCs/PigButcher/Party/objPigButcherIdle
162	/Furniture/MovieSet/objFilmCamera
163	/Furniture/MovieSet/objFilmLight
164	/Furniture/MovieSet/objPortableGenerator
165	/Furniture/MovieSet/objFilmCrew
166	/NPCs/PigButcher/Party/objDirectorWalk
167	/Interface/FloorCleared/objFloorCleared
169	/Player/Fans/objPlayerTiger
170	/Enemies/Gang/objEGangMeleeRandom
171	/Enemies/Gang/objEGang
173	/Misc/Weapons/objKnife
174	/Misc/Weapons/objChain
175	/Misc/Weapons/objButterfly
176	/Misc/Weapons/objPipe
177	/Misc/Weapons/objShotgun
178	/Misc/Weapons/objUzi
179	/Misc/Weapons/obj9mm
180	/Misc/Weapons/objNailGun
181	/Enemies/objEBullet
182	/Effects/Cartridges/objShell
183	/Enemies/Gang/objEGangRandom
184	/Enemies/Gang/objEGangPatrol
185	/Player/Fans/objPlayerZebra
186	/Enemies/Gang/objEGangStatic
187	/Player/Kills/objPKillChain
188	/Player/Kills/objPKillBlunt
189	/Player/Kills/objPKillBash
190	/Player/Kills/Specific/objTigerKill
191	/Player/Kills/objPKillKnife
192	/Player/Kills/objPKillLean
193	/Furniture/Floor/objTrashFood
194	/Furniture/Floor/objWeight
195	/Furniture/Floor/objCouchCushion
196	/Furniture/Floor/objStyrofoam
197	/Furniture/Floor/objDumbbell
198	/Furniture/objDeadLift
199	/Furniture/Fans/StolenGoods/objTreadmill
200	/Furniture/Fans/StolenGoods/objStolenGoodsTV
201	/Furniture/Fans/StolenGoods/objStolenGoodsTable
202	/Furniture/Fans/StolenGoods/objStolenGoodsBox
203	/Furniture/Fans/StolenGoods/objStolenGoods
204	/Furniture/Fans/StolenGoods/objSmallTableGang
205	/Furniture/Fans/StolenGoods/objTableGang
206	/Furniture/objCouchPurple
207	/Furniture/objCouchBeige
208	/Furniture/Fans/StolenGoods/objBedGang
209	/Furniture/Fans/DrugDealer/objBarShelfGang2
210	/Furniture/Fans/DrugDealer/objBarGang2
212	/Furniture/Fans/DrugDealer/objDrugCrates
213	/Furniture/Fans/StolenGoods/objBenchPress
214	/Furniture/objKitchenSink
215	/Furniture/objTVBig
216	/Furniture/Fans/StolenGoods/objWaterPipes
217	/Furniture/Fans/StolenGoods/objTableCarStereo
218	/Furniture/Fans/DrugDealer/objFusebox
219	/Furniture/Fans/DrugDealer/objTableBluePrints
220	/Furniture/objGeneratorBig
221	/Furniture/Floor/objHubCaps
222	/Furniture/objToolboxBig
223	/Furniture/Floor/objSewerGrate
224	/Furniture/Fans/StolenGoods/objTableCameras
225	/Furniture/Fans/StolenGoods/objConsolesBox
226	/Furniture/Floor/objMatressGang
227	/Furniture/objLaundryMachine
228	/Furniture/Fans/StolenGoods/objClothesLine
229	/Enemies/Gang/objEGangIdlePipe
230	/Enemies/Gang/objEGangIdleKnife
231	/Enemies/Gang/objEGangIdleSmoke
233	/Enemies/Victims/objVictim6
234	/Interface/objMaskMenu
235	/Player/Cars/Fans_Van/objFansVanBottom
236	/Player/Cars/Fans_Van/objFansVan
237	/Interface/objFloorBlood
238	/Interface/FloorCleared/objLevelCleared
239	/Furniture/Floor/objChemicals
240	/Furniture/Fans/DrugDealer/objCocaineCrates
241	/Furniture/Fans/DrugDealer/objCocaineTable
242	/Furniture/Fans/DrugDealer/objTableComputerGang
243	/Furniture/Fans/DrugDealer/objFileCabinet
244	/Furniture/Fans/DrugDealer/objLightbulbsBox
245	/Furniture/Fans/DrugDealer/objMarijuanaBig
246	/Furniture/Fans/DrugDealer/objMarijuanaCrate
247	/Furniture/Fans/DrugDealer/objMarijuanaCrop
248	/Furniture/Fans/DrugDealer/objMarijuanaTable
249	/Furniture/Fans/DrugDealer/objMarijuanaSmall
250	/Furniture/Floor/objFloorSafe
251	/Furniture/Fans/DrugDealer/objTableChemicals
252	/Furniture/Fans/DrugDealer/objTableMoney
253	/Misc/LightSmoke/objMarijuanaLight
254	/Furniture/Fans/DrugDealer/objGunTable
255	/Furniture/Fans/DrugDealer/objGunrack
256	/Furniture/Fans/DrugDealer/objAmmoCrates
257	/Furniture/Fans/HQ/objStageFans
258	/Furniture/Fans/HQ/objFansTable
259	/Furniture/Fans/HQ/objFansMannequins
260	/Effects/Smoke/ArcadeMachines/objArcadeKDFW
261	/Furniture/Fans/HQ/objBarFans
262	/Furniture/Fans/HQ/objFansInCouch
263	/Furniture/Fans/HQ/objFansComputerTable
264	/Furniture/Fans/HQ/objFansCouch1
265	/Furniture/Fans/HQ/objMasksBox
266	/Player/Fans/objPlayerSwan1
267	/Misc/LightSmoke/objFansHQLight
268	/Furniture/Fans/HQ/objFansLights
269	/Furniture/objUrinal
270	/Furniture/Fans/HQ/objNeonSign
271	/Furniture/Fans/DrugDealer/objAirHockey
272	/Effects/Smoke/ArcadeMachines/objArcadeLuftrausers
273	/Effects/Smoke/ArcadeMachines/objArcadeGuns
274	/Furniture/Fans/DrugDealer/objBarTable
275	/Furniture/Fans/DrugDealer/objBasketballGame
276	/Furniture/Fans/DrugDealer/objBarGang
277	/Furniture/Fans/DrugDealer/objBarShelfGang
278	/Furniture/Fans/DrugDealer/objChairGang
279	/Furniture/Fans/DrugDealer/objDJSet
280	/Furniture/Fans/DrugDealer/objBarTableTiny
281	/Furniture/Fans/DrugDealer/objBarTableGlass
282	/NPCs/Fans/DrugDealers/objHenchmanCouch
283	/Furniture/Fans/DrugDealer/objKaraokeMachine
284	/Furniture/Fans/DrugDealer/objBoothGang
285	/Misc/LightSmoke/objBarLight
286	/Furniture/Fans/HQ/objBarLightsBig
287	/Furniture/Fans/HQ/objBarLightsMedium
288	/Furniture/Fans/DrugDealer/objBarLightsSmall
289	/Furniture/objHugePlant
290	/NPCs/Fans/DrugDealers/objHenchmanDie
291	/Interface/objRestart
292	/Interface/objGameOverBackground
293	/NPCs/Fans/HQParty/objPandaBartender
294	/NPCs/Fans/HQParty/objPartyBoy1
295	/NPCs/Fans/HQParty/objPartyBoy2
296	/NPCs/Fans/HQParty/objPartyGirl2
297	/NPCs/Fans/HQParty/objPartyGirl1
298	/NPCs/Fans/HQParty/objPartyGirl2Mask
299	/NPCs/Fans/HQParty/objPartyBoy1Mask
300	/NPCs/Fans/HQParty/objMoon
301	/NPCs/Fans/HQParty/objMoonGlasses
302	/Interface/objVBorder
303	/Interface/objHBorder
304	/Interface/Points/objPoints
305	/NPCs/Fans/DrugDealers/objPerturbator
306	/NPCs/Fans/HQParty/objJasper
307	/NPCs/Fans/HQParty/objBarbecue
308	/Interface/HUD/objAmmoDraw
309	/NPCs/PigButcher/Interview/objHost
310	/NPCs/PigButcher/Interview/objPigInterview
311	/Furniture/PigButcher/Interview/objTalkShowChairs
312	/Furniture/PigButcher/Interview/objAudience
313	/Furniture/PigButcher/Interview/objTalkShowCurtains
314	/Furniture/PigButcher/Interview/objTalkShowDJ
315	/Furniture/PigButcher/Interview/objRichard
316	/Furniture/PigButcher/Interview/objTalkshowCamera
317	/Furniture/PigButcher/Interview/objTalkShowTable
318	/Furniture/PigButcher/Interview/objTeleprompter
319	/Furniture/PigButcher/Interview/objTalkshowCoach
320	/Misc/LightSmoke/objTalkshowLight
321	/Misc/LightSmoke/objSpotlight
322	/Furniture/PigButcher/Interview/objEllenDead
323	/NPCs/PigButcher/Interview/objPigInterviewStand
324	/Player/Nicke/objNicke
325	/Effects/Flamethrower/objFlamer
326	/Effects/Flamethrower/objFlame
327	/Effects/Flamethrower/objFireBallFlame
328	/Interface/objBackgroundTropicalEvening
329	/Interface/objBackgroundTropicalNight
660	/Furniture/Jungle/Trees/objPalmTreeDay
661	/Furniture/Jungle/Trees/objPalmTreeNight
662	/Interface/objBackgroundTropicalJungle
663	/Interface/Rain/objRain
664	/Interface/Rain/objRainDrop
665	/Interface/Rain/objRainHit
666	/Furniture/Jungle/Trees/objBigTreeDay
667	/Furniture/Jungle/Trees/objBigTreeNight
668	/Furniture/Jungle/Trees/objAlienPlant2
669	/Furniture/Jungle/Trees/objAlienPlant2Roots
670	/Furniture/Jungle/Trees/objAlienPlant3
671	/Furniture/Jungle/Trees/objAlienPlant3Roots
672	/Enemies/Soldier/objSoldierMeleeRandom
673	/Enemies/Soldier/objSoldier
674	/Enemies/Soldier/objSoldierRandom
675	/Editor/objWoodWallV
676	/Editor/objWoodWallInteriorV
677	/Editor/objWoodWallH
678	/Editor/objWoodWallInteriorH
679	/Furniture/Jungle/objFirePlace
680	/Furniture/Jungle/objRussianFlag
681	/Furniture/Jungle/objMilitaryJeep
682	/Editor/objWoodWindowV
683	/Editor/objWoodWindowH
684	/Furniture/Jungle/objMilitaryBed
685	/Furniture/Jungle/objMilitaryBunk
686	/Furniture/Jungle/objMilitaryPlans
687	/Furniture/Jungle/objTent
688	/Furniture/Jungle/objBarbedWire
689	/Furniture/Jungle/objRadioCentral
690	/Furniture/Jungle/objSupplies
691	/Furniture/Jungle/objStoveMilitary
692	/Furniture/Jungle/objClosetMilitary
693	/Furniture/Jungle/objAmmoBox
694	/Furniture/Jungle/objSupplyBox
695	/Furniture/Jungle/objFoodBox
696	/Enemies/Soldier/objSoldierPatrol
697	/Enemies/Soldier/objSoldierStatic
698	/Enemies/Soldier/objSoldierFatKnife
699	/Furniture/Jungle/objMilitaryDiningTable
700	/Furniture/Jungle/objMilitaryBuffe
701	/Furniture/Jungle/objMilitaryKitchen
702	/Furniture/Jungle/objHelicopter
703	/Furniture/Floor/Jungle/objBeanCan
704	/Enemies/Soldier/objSoldierFatGun
705	/Editor/objGlassPanel
706	/Enemies/Soldier/objSoldierIdlePonchoSmoke
707	/Enemies/Soldier/objPoncho
708	/Enemies/Soldier/objSoldierIdleRain
709	/Player/objStartPoint
710	/Editor/objInvisibleWallH
711	/Editor/objInvisibleWallV
712	/Editor/objInvisibleWallD1
713	/Editor/objInvisibleWallD2
714	/Furniture/Jungle/objSoldierTent
715	/Furniture/Jungle/objWeaponTable
716	/Furniture/Jungle/objFirePlacePot
717	/Furniture/Jungle/objLog
718	/Furniture/Jungle/objGeneralTable
719	/Furniture/Jungle/objTurtleCorpse
720	/Misc/Weapons/objHeavy
721	/Misc/Weapons/objFlameThrower
722	/Misc/Weapons/objSniperRifle
723	/Misc/Weapons/objKalashnikov
724	/Misc/Weapons/objM16
725	/NPCs/Soldiers/Jungle/objSquadBlack1
726	/NPCs/Soldiers/Jungle/objSquadFat1
727	/NPCs/Soldiers/Jungle/objSquadJacket1
728	/NPCs/Soldiers/Jungle/objGeneralTalk1
729	/NPCs/Soldiers/Jungle/objGeneral
730	/Furniture/Jungle/objGeneralDrapes
731	/Furniture/Jungle/objGeneralDrape
732	/Furniture/Floor/Jungle/objBones
733	/Furniture/Floor/Jungle/objStoneNight
734	/Furniture/Floor/Jungle/objJeepTyre
735	/Furniture/Floor/Jungle/objAmericanFlag
736	/Furniture/Jungle/objGeneralBed
737	/NPCs/Soldiers/Jungle/objParrot
738	/NPCs/Soldiers/Jungle/objGeneralParrot
740	/Furniture/Floor/Jungle/objStoneDay
741	/Misc/Weapons/objMachete
742	/Interface/Scene/NickeScene/objNickePalmTree
743	/Interface/Scene/NickeScene/objNickeBigTree
744	/Interface/Scene/NickeScene/objForest
745	/Interface/Scene/NickeScene/objJungleNightBG
746	/Interface/Scene/NickeScene/objNickeGreenery
747	/Interface/Scene/NickeScene/objJungleNightScene
748	/Interface/Scene/NickeScene/objJungleDayScene
749	/Interface/Scene/NickeScene/objJungleDayBG
750	/Interface/LevelSelect/objLevelSelect
751	/Interface/LevelSelect/objLevelPalmTree
752	/Furniture/Cop/Mall/objMallBasketBalls
753	/Furniture/Cop/Mall/objMallRegister
754	/Furniture/Cop/Mall/objMallChair
755	/Furniture/Cop/Mall/objMallFootballs
756	/Furniture/Cop/Mall/objMallGames
757	/Furniture/Cop/Mall/objMallJewels
758	/Furniture/Cop/Mall/objMallShoes
759	/Furniture/Cop/Mall/objMallTrashCan
760	/Furniture/Cop/Mall/objMallTVs
761	/Furniture/Cop/Mall/objMallVinyls
762	/Furniture/Cop/Mall/objMallSuperFunCabinet
763	/Player/Cop/objCop
764	/Player/Cars/Cop_Car/objCopCar
765	/Player/Cars/Cop_Car/objCopCarFloor
766	/Player/Cars/Cop_Car/objCopCarTrunk
767	/NPCs/Soldiers/Jungle/objSquadField1
768	/NPCs/Soldiers/Jungle/objSquadBlackField1
769	/NPCs/Soldiers/Jungle/objEnemySoldierGivenUp
770	/NPCs/Soldiers/Jungle/objSquadJacket2
771	/NPCs/Soldiers/Jungle/objSquadJacket3Idle
772	/NPCs/Soldiers/Jungle/objSquadFat2Idle
773	/Enemies/Soldier/objSoldierBurn
774	/Enemies/objDyingBody
775	/Effects/Flamethrower/objFlameSmoke
776	/Furniture/Cop/Mall/objCheapSign
777	/Furniture/Cop/Mall/objClothesHanger2
778	/Furniture/Cop/Mall/objEmptyShelf
779	/Furniture/Cop/Mall/objTurtlesRack
780	/Furniture/Cop/Mall/objMallPerfume
781	/Furniture/Cop/Mall/objClothesHanger1
782	/Furniture/Cop/Mall/objSlidingDoors
783	/Furniture/Cop/Mall/objToyGuns
784	/Furniture/Cop/Mall/objStuffSign
785	/Furniture/Floor/Mall/objTurtle
786	/Furniture/Floor/Mall/objMallSuperFun
787	/Furniture/Floor/Mall/objNesCartridge
788	/Furniture/Floor/Mall/objBrokenPerfume
789	/Furniture/Floor/Mall/objJewelShard
790	/Furniture/Cop/Mall/objBasketBall
791	/Player/Kills/Specific/objCopKillShotgun
792	/Player/Kills/Specific/objPKillStomp
793	/Furniture/Cop/Mall/objNuclearThrone1
794	/Furniture/Cop/Mall/objNuclearThrone2
795	/Furniture/Cop/Mall/objNuclearThrone3
796	/Furniture/Cop/Mall/objNuclearThrone4
797	/Furniture/Cop/Mall/objNuclearThrone5
798	/Furniture/Cop/Mall/objATM
799	/Furniture/Floor/objMoney
800	/Furniture/Cop/Mall/objMallCoffeeTable
801	/Furniture/Cop/Mall/objVendingMachine
802	/Furniture/Cop/Mall/objCleaningCart
803	/Furniture/Cop/Mall/FoodStore/objDoubleFridge
805	/Furniture/Cop/Mall/FoodStore/objFreezer
806	/Furniture/Cop/Mall/FoodStore/objFan
807	/Furniture/Cop/Mall/FoodStore/objFoodFridge
808	/Furniture/Cop/Mall/FoodStore/objMagazineRack
809	/Furniture/Cop/Mall/FoodStore/objStoreShelf
810	/Interface/Elevators/objElevator
811	/Interface/Date/objDate
812	/Furniture/Cop/Mall/Storage/objMallSafe
813	/Furniture/Cop/Mall/Storage/objMallStorage
814	/Furniture/Cop/Mall/Storage/objBench
815	/Furniture/Cop/Mall/Storage/objLocker
816	/Furniture/Cop/Mall/Storage/objMallSecurity
817	/Furniture/Floor/Mall/objTowels
818	/Furniture/Cop/Mall/objGangVan
819	/Furniture/Cop/Mall/Storage/objDumpster
820	/Misc/LightSmoke/objFreezerSmoke
821	/Effects/objSparkle
822	/NPCs/Cop/Mall/objPoliceAim
823	/NPCs/Cop/Mall/objPolicePoint
824	/Furniture/Cop/objPoliceCar
826	/Furniture/Cop/Diner/objDinerBuffe
827	/Furniture/Cop/Diner/objDinerGrill
828	/Furniture/Cop/Diner/objDinerSink
829	/Furniture/Cop/Diner/objDinerSupplies
830	/Furniture/Cop/Diner/objDinerTable
831	/Furniture/Cop/Diner/objDinerSupplies2
832	/Furniture/Cop/Diner/objDinerCounter
833	/Furniture/Cop/Diner/objDinerChair
834	/Furniture/Cobra/Apartment/objFlipperGame
835	/Furniture/Cobra/Apartment/objArmchairBeads
836	/Furniture/Cobra/Apartment/objDirtyBathTub
837	/Furniture/Cobra/Apartment/objRedneckCouch
838	/Furniture/Cobra/Apartment/objDirtySink
839	/Furniture/Cobra/Apartment/objDirtyToilet
840	/Furniture/Fans/PizzaPlace/objPizzaDisplay
841	/Furniture/Cobra/Apartment/objTVDinner
842	/Furniture/Cobra/Apartment/objCobraPhone
843	/Furniture/Fans/PizzaPlace/objPizzaCounter
844	/Furniture/Fans/PizzaPlace/objPizzaTable
845	/Furniture/Fans/PizzaPlace/objPizzaOven
847	/Furniture/Fans/PizzaPlace/objPizzaRegister
848	/Furniture/Cobra/Apartment/objKitchenBench
849	/Furniture/Cobra/Apartment/objDeadPlant
850	/Furniture/Cop/Diner/objWashingMachine
851	/Furniture/Cop/Diner/objDinerBench
852	/Furniture/Cop/Diner/objPhoneBooth
853	/Furniture/objStove
854	/NPCs/Cop/Diner/objDinerChef
855	/NPCs/Cop/Diner/objDinerWaitress
856	/Furniture/Cop/Diner/objDinerCup
857	/Editor/objDinerWindowLeft
858	/Editor/objDinerWindowTop
859	/Player/Fans/objPlayerBear
860	/Furniture/Fans/PizzaPlace/objPizzaPickUp
861	/Furniture/Cop/Diner/objChange
862	/Editor/objDinerWindowBottom
863	/NPCs/Fans/PizzaPlace/objPizzaDude
864	/Interface/ScoreScreen/objScoreScreen
865	/Interface/ScoreScreen/objSmallPalmTree
866	/Player/Cobra/objPlayerCobra
867	/Furniture/Cobra/Apartment/objShaver
868	/Furniture/Cobra/Apartment/objHair
869	/Furniture/Cobra/Apartment/objForms
870	/Player/Cars/Cobra_Car/objCobraCar
871	/Player/Cars/Cobra_Car/objCobraCarFloor
873	/Player/Kills/Specific/objPKill9mm
874	/Player/Kills/Specific/objPKillUzi
875	/Enemies/Mafia/objEMafiaMeleeRandom
876	/Enemies/Mafia/objEMafiaRandom
877	/Enemies/Mafia/objEMafiaStatic
878	/Enemies/Mafia/objEMafiaPatrol
880	/Misc/Weapons/objSilencer
881	/Misc/Weapons/objClub
882	/Misc/Weapons/objMP5
883	/Enemies/Mafia/objEMafia
884	/Furniture/Cobra/NewsPaper/objCopyMachine
885	/Furniture/Cobra/NewsPaper/objEditorTable
886	/Furniture/Cobra/NewsPaper/objBeverageTable
887	/Furniture/Cobra/NewsPaper/objOfficeBoxes
888	/Furniture/Cobra/NewsPaper/objOfficeCabinet
889	/Furniture/Cobra/NewsPaper/objOfficeArmChair
890	/Furniture/Cobra/NewsPaper/objOfficeCouch
891	/Furniture/Cobra/NewsPaper/objOfficeLunchTable
892	/Furniture/Cobra/NewsPaper/objOfficeMiniGolf
893	/Furniture/Cobra/NewsPaper/objOfficeMeetingTable
894	/Furniture/Cobra/NewsPaper/objOfficeConferenceTable
895	/Furniture/Cobra/NewsPaper/objOfficeRoundTable
896	/Furniture/Cobra/NewsPaper/objOfficeReception
897	/Furniture/Cobra/NewsPaper/objOfficeDeskBig
898	/Furniture/Cobra/NewsPaper/objOfficeDeskSmall
899	/Furniture/Cobra/NewsPaper/objOfficeTrophies
900	/Furniture/Cobra/NewsPaper/objEditorAquarium
901	/Furniture/Cobra/NewsPaper/objEditorModernArt
902	/Furniture/Cobra/NewsPaper/objEditorGlassTable
903	/Furniture/Cobra/NewsPaper/objEditorLiquor
904	/Furniture/Cobra/NewsPaper/objEditorCouch
905	/Furniture/Cobra/NewsPaper/objWaterCooler
906	/Editor/objDinerWindowRight
907	/Furniture/Cobra/NewsPaper/objOfficeDrapes
908	/Furniture/Cobra/Tattoo/objTattooTrophies
909	/Furniture/Cobra/NewsPaper/objOfficeProjector
910	/Misc/Weapons/objBottle
911	/Player/Kills/objPKillBottle
912	/Player/Kills/objPKillBottleBroken
914	/NPCs/Cobra/NewsPaper/objNewsPaperEditor
916	/Enemies/Mafia/objEMafiaIdlePhoneSilencer
918	/Interface/objCobraMaskMenu
919	/Furniture/Cobra/Tattoo/objTattooRegister
920	/Furniture/Cobra/Tattoo/objTattooShelf
921	/Furniture/Cobra/Tattoo/objTattooEquipment
923	/Furniture/Cobra/Tattoo/objTattooChair
924	/Furniture/Cobra/Tattoo/objTattooBed
925	/Furniture/Floor/Tattoo/objTattooLogo
926	/NPCs/Cobra/Tattoo/objTattooClient
927	/NPCs/Cobra/Tattoo/objTattooerWork
928	/NPCs/Cobra/Tattoo/objTattooerTalk
929	/Furniture/Cobra/NewsPaper/objMoneyCase
930	/Interface/vhs/objPlay
931	/Enemies/Police/objEPoliceMeleeRandom
932	/Enemies/Police/objEPoliceRandom
933	/Enemies/Police/objEPolicePatrol
934	/Enemies/Police/objEPoliceStatic
935	/Enemies/Police/objPolice
936	/Misc/Weapons/objStick
937	/Enemies/Police/objFatPolice
938	/Enemies/Mafia/objEMafiaMeleePatrol
939	/Enemies/Police/objEPoliceMeleePatrol
940	/Misc/Weapons/objTaser
941	/Enemies/Gang/objEGangMeleePatrol
942	/Furniture/PigButcher/PoliceStation/objMetalDetector
943	/NPCs/PigButcher/PoliceStation/Jail/objPoliceInterrogation
944	/NPCs/PigButcher/PoliceStation/Jail/objPigInterrogation
945	/Furniture/PigButcher/PoliceStation/objPoliceDeskPig
946	/Furniture/PigButcher/PoliceStation/objCellDoor
947	/Furniture/PigButcher/PoliceStation/objPoliceChairPig
948	/NPCs/PigButcher/PoliceStation/Jail/objPoliceGuard
949	/NPCs/PigButcher/PoliceStation/Jail/objPigKillNeck
950	/Editor/objBarsH
951	/Editor/objBarsV
952	/Editor/objCellDoorH
953	/Furniture/PigButcher/PoliceStation/objCellBed
954	/Furniture/PigButcher/PoliceStation/objCellToilet
955	/Furniture/PigButcher/PoliceStation/objPoliceDesk
956	/Furniture/PigButcher/PoliceStation/objPolicePhoneTable
957	/Furniture/PigButcher/PoliceStation/objPoliceRecorder
958	/Furniture/PigButcher/PoliceStation/objPoliceSpeakerBooth
959	/Furniture/PigButcher/PoliceStation/objPolicePhone1
960	/Furniture/PigButcher/PoliceStation/objPolicePhone2
961	/Furniture/PigButcher/PoliceStation/objPoliceSpeakerDesk
962	/Furniture/PigButcher/PoliceStation/objPoliceFileCabinet
963	/Furniture/PigButcher/PoliceStation/objCamera
964	/Furniture/PigButcher/PoliceStation/objPoliceInterrogationDesk
965	/Furniture/PigButcher/PoliceStation/objPoliceForensicsTable
966	/Furniture/PigButcher/PoliceStation/objPoliceCoffeeTable
967	/Furniture/objTrashCan
968	/Furniture/PigButcher/PoliceStation/objPoliceArmChair
969	/Furniture/PigButcher/PoliceStation/objPoliceCouch
970	/Furniture/PigButcher/PoliceStation/objPoliceBlackBoard
971	/Furniture/PigButcher/PoliceStation/objPoliceReception
